FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,Firebag,"57° 39' 2.700"" N","111° 12' 6.900"" W",57.65075,-111.2019167,2012-05-03,2.75,0.02,,,,
FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,Firebag,"57° 39' 2.700"" N","111° 12' 6.900"" W",57.65075,-111.2019167,2012-05-10,1.99,0.01,,,,
FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,Firebag,"57° 39' 2.700"" N","111° 12' 6.900"" W",57.65075,-111.2019167,2012-05-16,1.58,0.02,,,,
FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,Firebag,"57° 39' 2.700"" N","111° 12' 6.900"" W",57.65075,-111.2019167,2012-05-22,1.70,0.03,,,,
FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,Firebag,"57° 39' 2.700"" N","111° 12' 6.900"" W",57.65075,-111.2019167,2012-06-05,1.08,0.06,,,,
FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,Firebag,"57° 39' 2.700"" N","111° 12' 6.900"" W",57.65075,-111.2019167,2012-06-12,1.09,0.08,,,,
FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,Firebag,"57° 39' 2.700"" N","111° 12' 6.900"" W",57.65075,-111.2019167,2012-06-19,1.23,0.02,,,,
FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,Firebag,"57° 39' 2.700"" N","111° 12' 6.900"" W",57.65075,-111.2019167,2012-06-26,1.57,0.05,,,,
FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,Firebag,"57° 39' 2.700"" N","111° 12' 6.900"" W",57.65075,-111.2019167,2012-07-10,3.32,0.10,,,,
FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,Firebag,"57° 39' 2.700"" N","111° 12' 6.900"" W",57.65075,-111.2019167,2012-07-25,1.62,0.14,,,,
FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,Firebag,"57° 39' 2.700"" N","111° 12' 6.900"" W",57.65075,-111.2019167,2012-08-11,1.21,0.08,,,,
FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,Firebag,"57° 39' 2.700"" N","111° 12' 6.900"" W",57.65075,-111.2019167,2012-08-27,1.11,0.05,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-04-04,0.57,0.01,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-04-12,0.87,0.03,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-04-13,0.90,0.04,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-04-15,0.99,0.05,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-04-16,0.96,0.07,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-04-18,1.21,0.04,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-04-19,1.28,0.04,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-04-20,,0.04,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-04-25,3.27,0.02,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-04-26,4.17,0.02,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-04-28,4.24,0.03,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-04-29,4.31,0.02,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-05-01,3.80,0.01,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-05-02,3.90,0.02,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-05-03,3.13,0.05,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-05-10,2.03,0.02,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-05-16,1.68,0.04,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-05-22,1.64,0.01,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-06-05,1.04,0.06,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-06-12,1.01,0.08,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-06-19,1.06,0.05,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-06-26,1.67,0.07,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-07-10,3.39,0.07,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-07-25,1.67,0.15,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-08-11,1.23,0.04,,,,
FI1- Oil Sands - WQ Event Station Firebag River at Mouth,Firebag,"57° 44' 35.220"" N","111° 21' 9.660"" W",57.743116,-111.352683,2012-08-27,1.28,0.04,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-04-04,1.22,0.04,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-04-11,2.13,0.06,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-04-12,2.06,0.13,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-04-13,2.64,0.09,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-04-15,2.51,0.06,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-04-16,3.29,0.10,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-04-18,3.99,0.10,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-04-19,4.37,0.18,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-04-20,3.83,0.06,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-04-25,7.88,0.05,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-04-26,8.65,0.07,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-04-28,6.96,0.12,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-04-29,9.22,0.08,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-05-01,7.05,0.05,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-05-02,6.36,0.02,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-05-10,5.36,0.01,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-05-16,5.68,0.05,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-05-22,3.00,0.04,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-06-05,2.25,0.14,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-06-12,2.92,0.07,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-06-19,3.43,0.17,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-06-26,2.60,0.35,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-07-10,4.02,0.21,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-07-25,3.68,0.36,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-08-11,3.25,0.34,,,,
MA1- Oil Sands - WQ Event Station MacKay River at Mouth ,MacKay,"57° 10' 8.280"" N","111° 38' 31.620"" W",57.16896666,-111.6421167,2012-08-27,2.10,0.21,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-04-11,1.79,0.04,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-04-12,1.55,0.04,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-04-13,1.47,0.03,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-04-15,1.43,0.03,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-04-16,1.28,0.04,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-04-18,1.26,0.03,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-04-19,1.01,0.04,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-04-20,0.97,0.03,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-04-25,1.15,0.02,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-04-26,1.15,0.03,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-04-28,0.85,0.03,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-04-29,0.91,0.03,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-05-01,1.16,,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-05-02,0.77,0.02,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-05-10,0.74,0.03,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-05-16,0.72,0.03,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-05-22,1.35,0.04,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-06-05,1.04,0.06,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-06-12,0.55,0.05,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-06-19,0.86,0.04,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-06-26,1.27,0.09,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-07-10,2.20,0.16,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-07-25,1.46,0.20,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-08-11,1.46,0.09,,,,
MU7- Oil Sands - WQ Event Station Muskeg River - Upstream of Wapasu Creek ,Muskeg,"57° 24' 24.540"" N","111° 15' 53.160"" W",57.406816,-111.264766,2012-08-27,1.23,0.05,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-04-04,1.46,0.01,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-04-11,1.18,0.02,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-04-12,1.22,0.03,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-04-13,1.41,0.03,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-04-15,1.42,0.04,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-04-16,1.42,0.03,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-04-18,1.36,0.04,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-04-19,1.20,0.04,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-04-20,1.11,,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-04-25,1.09,0.04,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-04-26,1.05,0.03,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-04-28,0.92,0.09,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-04-29,1.08,0.02,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-05-01,1.21,0.04,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-05-02,1.10,0.03,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-05-10,0.97,0.03,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-05-16,1.34,0.04,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-05-22,1.03,0.05,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-06-05,1.52,0.06,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-06-12,1.59,0.09,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-06-19,1.84,0.08,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-06-26,1.19,0.09,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-07-10,2.22,0.15,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-07-25,2.24,0.29,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-08-11,1.95,0.15,,,,
Oil Sands- MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach ,Muskeg,"57° 11' 32.880"" N","111° 34' 22.500"" W",57.19246667,-111.5729167,2012-08-27,1.18,0.13,,,,
