2012PN510118,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1A,57.10.05.190,111.38.26.290,57.16811,-111.64064,2012-04-23 12:55,WATER,DISCRETE SAMPLE,,129.214,,0,,2.392,,0,,84.563,,0,,-0.883,,1.09,,36.248,,9.696,,151.643,,100,,NA,,NA,,106,,21.5,,,,4.59,,0.11,,7.5,,,,7.93,,3.03,,,,6.05,,,,23.1,,,,253,,21.8,,15.6,,0.4,,31,,,,,,,,,,,
2012PN510134,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1A,57.10.05.190,111.38.26.290,57.16811,-111.64064,2012-04-25 14:45,WATER,DISCRETE SAMPLE,,113.489,,0,,2.415,,0,,77.516,,0,,-1.031,,0.97,,34.364,,9.932,,131.455,,110,,NA,,NA,,93.1,,19.7,,,,3.68,,0.08,,6.88,,,,7.87,,3.11,,,,5.37,,,,19.6,,,,229,,16.9,,15.74,,0.4,,39,,,,,,,,,,,
2012PN510138,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1A,57.10.05.190,111.38.26.290,57.16811,-111.64064,2012-04-26 10:10,WATER,DISCRETE SAMPLE,,108.125,,0,,2.197,,0,,75.073,,0,,-1.053,,0.95,,34.219,,9.997,,127.481,,120,,NA,,NA,,88.7,,19.2,,,,3.77,,0.08,,6.59,,,,7.89,,3.14,,,,5.18,,,,18.9,,,,224,,17.1,,14.55,,0.1,,55,,,,,,,,,,,
2012PN510153,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1A,57.10.05.190,111.38.26.290,57.16811,-111.64064,2012-04-28 12:10,WATER,DISCRETE SAMPLE,,98.617,,0,,2.003,,0,,69.72,,0,,-1.043,,0.88,,33.378,,9.976,,117.388,,110,,NA,,NA,,80.9,,17.6,,,,3.23,,0.08,,6.26,,,,7.89,,2.9,,,,5.15,,,,16.9,,,,207,,16.4,,15.71,,2.4,,40,,,,,,,,,,,
2012PN510164,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1A,57.10.05.190,111.38.26.290,57.16811,-111.64064,2012-04-29 13:00,WATER,DISCRETE SAMPLE,,94.351,,0,,1.83,,0,,64.665,,0,,-1.009,,0.85,,33.234,,9.928,,108.399,,120,,NA,,NA,,77.4,,16.4,,,,2.67,,0.07,,5.76,,,,7.91,,2.78,,,,4.8,,,,15.6,,,,195,,13.6,,14.16,,4.1,,40,,,,,,,,,,,
2012PN510167,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1A,57.10.05.190,111.38.26.290,57.16811,-111.64064,2012-05-01 11:15,WATER,DISCRETE SAMPLE,,88.499,,0,,1.973,,0,,61.229,,0,,-1.061,,0.79,,32.503,,9.973,,102.574,,110,,NA,,NA,,72.6,,15.7,,,,2.44,,0.11,,5.35,,,,7.85,,2.67,,,,4.76,,,,14.3,,,,184,,13.4,,13.14,,5.6,,39,,,,,,,,,,,
2012PN510182,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1A,57.10.05.190,111.38.26.290,57.16811,-111.64064,2012-05-02 14:15,WATER,DISCRETE SAMPLE,,NC,,NC,,NC,,NC,,NC,,NC,,NC,,IS,,NC,,NC,,NC,,100,,IS,,IS,,IS,,IS,,,,2.04,,0.08,,IS,,,,IS,,IS,,,,4.43,,,,IS,,,,IS,,12.2,,12.72,,7,,37,,,,,,,,,,,
2012PN510336,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1A,57.10.05.190,111.38.26.290,57.16811,-111.64064,2012-06-19 14:06,WATER,DISCRETE SAMPLE,,132.871,,0,,1.817,,0,,95.677,,0,,-0.127,,0.92,,31.573,,8.313,,146.144,,120,,NA,,NA,,109,,24.5,,,,3.83,,0.12,,8.38,,,,8.06,,1.18,,,,1.89,,,,20.6,,,,260,,20.2,,8.21,,16.9,,9,,,,,,,,,,,
2012PN510358,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1A,57.10.05.190,111.38.26.290,57.16811,-111.64064,2012-07-10 09:06,WATER,DISCRETE SAMPLE,,102.396,,0,,2.564,,0,,77.606,,0,,-0.412,,0.84,,31.957,,8.625,,112.012,,250,,NA,,NA,,84,,20,,,,1.73,,0.12,,6.72,,,,7.8,,0.93,,,,5.05,,,,17,,,,192,,10,,6.52,,22.5,,,,16.9,,,,,,,,,
2012PN510384,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1A,57.10.05.190,111.38.26.290,57.16811,-111.64064,2012-07-25 17:45,WATER,DISCRETE SAMPLE,,104.834,,0,,3.309,,0,,83.127,,0,,-0.45,,0.67,,26.709,,8.6,,111.984,,290,,NA,,NA,,86,,21.7,,,,1.19,,0.09,,7.03,,,,7.7,,0.86,,,,5.45,,,,14.1,,,,192,,9.92,,7.44,,23.1,,,,14.4,,,,,,,,,
2012PN510408,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1A,57.10.05.190,111.38.26.290,57.16811,-111.64064,2012-08-11 14:25,WATER,DISCRETE SAMPLE,,117.024,,0,,1.716,,0,,93.503,,0,,0.035,,0.6,,23.601,,7.959,,122.554,,300,,NA,,NA,,96,,24.8,,,,2.04,,0.12,,7.67,,,,8.03,,0.72,,,,6.34,,,,13.4,,,,206,,9.82,,10.36,,19.1,,,,7.99,,,,,,,,,
2012PN510196,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1B,57.10.08.960,111.38.32.040,57.16916,-111.64223,2012-05-03 14:34,WATER,DISCRETE SAMPLE,,88.865,,0,,1.645,,0,,63.759,,0,,-0.357,,0.73,,30.353,,8.644,,101.268,,120,,NA,,NA,,72.9,,16.4,,,,1.94,,0.08,,5.54,,,,7.93,,2.48,,,,4.94,,,,13.4,,,,181,,12.5,,12.24,,8,,33,,,,,,,,,,,
2012PN510199,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1B,57.10.08.960,111.38.32.040,57.16916,-111.64223,2012-05-04 10:28,WATER,DISCRETE SAMPLE,,88.987,,0,,1.501,,0,,64.011,,0,,-0.311,,0.73,,30.27,,8.592,,101.61,,120,,NA,,NA,,73,,16.6,,,,1.88,,0.08,,5.48,,,,7.97,,2.49,,,,5.05,,,,13.4,,,,185,,12.6,,11.07,,7.3,,34,,,,,,,,,,,
2012PN510210,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1B,57.10.08.960,111.38.32.040,57.16916,-111.64223,2012-05-06 13:17,WATER,DISCRETE SAMPLE,,82.526,,0,,1.927,,0,,60.987,,0,,-0.5,,0.67,,29.024,,8.83,,95.735,,120,,NA,,NA,,67.7,,15.9,,,,1.61,,0.08,,5.17,,,,7.83,,2.26,,,,4.76,,,,12,,,,167,,13.1,,12.3,,8.2,,37,,,,,,,,,,,
2012PN510226,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1B,57.10.08.960,111.38.32.040,57.16916,-111.64223,2012-05-08 14:30,WATER,DISCRETE SAMPLE,,77.894,,0,,1.996,,0,,61.363,,0,,-0.56,,0.63,,27.885,,8.909,,94.537,,120,,NA,,NA,,63.9,,16.1,,,,1.67,,0.07,,5.14,,,,7.79,,2.2,,,,4.54,,,,11.4,,,,165,,14.9,,11.43,,10.3,,29,,,,,,,,,,,
2012PN510229,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1B,57.10.08.960,111.38.32.040,57.16916,-111.64223,2012-05-10 11:56,WATER,DISCRETE SAMPLE,,80.698,,0,,1.841,,0,,64.931,,0,,-0.469,,0.65,,27.741,,8.778,,98.462,,120,,NA,,NA,,66.2,,17.1,,,,1.75,,0.07,,5.4,,,,7.84,,1.99,,,,4.29,,,,11.9,,,,171,,16.1,,11.19,,9.7,,29,,,,,,,,,,,
2012PN510243,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1B,57.10.08.960,111.38.32.040,57.16916,-111.64223,2012-05-12 12:01,WATER,DISCRETE SAMPLE,,79.601,,0,,1.543,,0,,62.48,,0,,-0.424,,0.64,,28.172,,8.758,,93.492,,110,,NA,,NA,,65.3,,16.3,,,,1.54,,0.09,,5.29,,,,7.91,,1.92,,,,4.11,,,,11.7,,,,169,,13.3,,11.79,,9,,25,,,,,,,,,,,
2012PN510258,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1B,57.10.08.960,111.38.32.040,57.16916,-111.64223,2012-05-16 14:48,WATER,DISCRETE SAMPLE,,83.502,,0,,1.861,,0,,63.849,,0,,-0.816,,0.65,,28.376,,9.482,,95.554,,110,,NA,,NA,,68.5,,16.7,,,,1.77,,0.08,,5.38,,,,7.85,,1.63,,,,3.25,,,,12,,,,174,,13.6,,11.1,,12.8,,15,,,,,,,,,,,
2012PN510262,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1B,57.10.08.960,111.38.32.040,57.16916,-111.64223,2012-05-22 10:58,WATER,DISCRETE SAMPLE,,94.594,,0,,1.454,,0,,73.218,,0,,-0.581,,0.74,,29.704,,9.172,,109.574,,100,,NA,,NA,,77.6,,19.1,,,,2.3,,0.1,,6.2,,,,8.01,,1.56,,,,2.61,,,,14.6,,,,198,,16.5,,10.04,,11.8,,9,,,,,,,,,,,
2012PN510280,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1B,57.10.08.960,111.38.32.040,57.16916,-111.64223,2012-05-28 13:25,WATER,DISCRETE SAMPLE,,103.493,,0,,1.554,,0,,77.447,,0,,-0.31,,0.77,,30.014,,8.64,,114.084,,100,,NA,,NA,,84.9,,20.2,,,,2.5,,0.1,,6.56,,,,8.02,,1.36,,,,1.68,,,,15.6,,,,211,,15.1,,9.52,,18.2,,5.3,,,,,,,,,,,
2012PN510299,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1B,57.10.08.960,111.38.32.040,57.16916,-111.64223,2012-06-05 15:13,WATER,DISCRETE SAMPLE,,129.214,,0,,1.187,,0,,98.377,,0,,0.044,,0.91,,31.139,,8.142,,146.884,,90,,NA,,NA,,106,,25.4,,,,4.16,,0.12,,8.49,,,,8.23,,1.37,,,,1.3,,,,20.8,,,,265,,21.6,,9.95,,16.8,,4.6,,,,,,,,,,,
2012PN510304,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1B,57.10.08.960,111.38.32.040,57.16916,-111.64223,2012-06-12 12:12,WATER,DISCRETE SAMPLE,,126.776,,0,,1.579,,0,,93.396,,0,,-0.082,,0.85,,30.256,,8.265,,135.904,,120,,NA,,NA,,104,,25.4,,,,3,,0.12,,7.28,,,,8.1,,1.13,,,,1.23,,,,18.9,,,,242,,16.4,,8.33,,17.1,,4.2,,,,,,,,,,,
2012PN510351,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1B,57.10.08.960,111.38.32.040,57.16916,-111.64223,2012-06-26 15:15,WATER,DISCRETE SAMPLE,,103.615,,0,,23.818,,0.778,,85.778,,0,,-1.298,,0.85,,31.036,,9.435,,119.604,,105,,NA,,NA,,85,,22.3,,,,1.99,,0.12,,7.31,,,,6.84,,1.01,,,,2.33,,,,18,,,,208,,15.5,,6.8,,23.4,,6.6,,,,,,,,,,,
2012PN510415,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1B,57.10.08.960,111.38.32.040,57.16916,-111.64223,2012-08-27 11:52,WATER,DISCRETE SAMPLE,,136.528,,0,,1.346,,0,,107.356,,0,,0.326,,0.75,,26.422,,7.548,,150.154,,200,,NA,,NA,,112,,28.6,,,,3.36,,0.12,,8.73,,,,8.2,,0.9,,,,10.7,,,,17.9,,,,249,,12.6,,5.45,,14.62,,,,6.17,,,,,,,,,
2012PN510435,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1B,57.10.08.960,111.38.32.040,57.16916,-111.64223,2012-10-10 14:16,WATER,TRIPLICATE SAMPLE - rep1,,125.557,,0,,1.425,,0,,92.612,,0,,0.155,,0.91,,31.785,,7.831,,133.444,,200,,NA,,NA,,103,,23.8,,,,3.07,,0.08,,8.06,,,,8.14,,1.01,,,,5.48,,,,20.1,,,,236,,10,,,,,,,,6.91,,,,,,,,,
2012PN510428,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1B,57.10.08.960,111.38.32.040,57.16916,-111.64223,2012-10-10 14:21,WATER,TRIPLICATE SAMPLE - rep2,,121.9,,0,,1.32,,0,,92.403,,0,,-0.496,,0.92,,32.055,,9.152,,132.324,,200,,NA,,NA,,100,,23.7,,,,3.34,,0.11,,8.07,,,,8.16,,0.99,,,,5.47,,,,20.3,,,,235,,10.3,,12.56,,4.1,,,,7.37,,,,,,,,,
2012PN510429,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1B,57.10.08.960,111.38.32.040,57.16916,-111.64223,2012-10-10 14:26,WATER,TRIPLICATE SAMPLE - rep3,,127.995,,0,,1.419,,0,,91.116,,0,,-0.493,,0.92,,32.252,,9.136,,134.224,,200,,NA,,NA,,105,,23.3,,,,3.16,,0.09,,8,,,,8.15,,0.98,,,,5.45,,,,20.2,,,,234,,10,,12.56,,4.1,,,,6.89,,,,,,,,,
2013PN510016,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1C,57.10.22.300,111.39.18.500,57.17286,-111.65514,2013-04-06 14:15,WATER,DISCRETE SAMPLE,,319.378,,0,,5.144,,0,,220.262,,0,,0.729,,1.89,,38.492,,6.531,,391.192,,80,,NA,,NA,,262,,,,55.4,,23,,0.19,,,,19.9,,7.99,,,,2.66,,,,12,,,,64.3,,665,,54.3,,,,,,,,9.56,,,,,,,,,
2013PN510025,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1C,57.10.22.300,111.39.18.500,57.17286,-111.65514,2013-04-10 11:50,WATER,DISCRETE SAMPLE,,197.478,,0,,2.294,,0,,143.528,,0,,0.508,,1.46,,37.459,,7.113,,248.884,,90,,NA,,NA,,162,,,,37.2,,17.5,,0.11,,,,12.3,,8.13,,,,1.73,,,,7.53,,,,40.1,,430,,32.8,,,,,,,,20.5,,,,,,,,,
2013PN510046,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1C,57.10.22.300,111.39.18.500,57.17286,-111.65514,2013-04-16 14:20,WATER,DISCRETE SAMPLE,,191.383,,0,,3.383,,0,,132.304,,0,,0.269,,1.36,,36.69,,7.413,,230.91,,70,,NA,,NA,,157,,,,33.2,,11.7,,0.11,,,,12,,7.95,,,,1.99,,,,7.32,,,,35.9,,405,,32.9,,,,,,,,20.3,,,,,,,,,
2013PN510060,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1C,57.10.22.300,111.39.18.500,57.17286,-111.65514,2013-04-19 14:20,WATER,DISCRETE SAMPLE,,201.135,,0,,3.639,,0,,129.22,,0,,0.261,,1.41,,37.653,,7.419,,235.576,,90,,NA,,NA,,165,,,,31.8,,8.41,,0.12,,,,12.1,,7.94,,,,2.96,,,,8.11,,,,36.9,,419,,34.9,,,,,,,,14.5,,,,,,,,,
2013PN510074,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1C,57.10.22.300,111.39.18.500,57.17286,-111.65514,2013-04-23 14:00,WATER,DISCRETE SAMPLE,,199.916,,0,,2.799,,0,,132.44,,0,,0.373,,1.43,,37.686,,7.304,,231.909,,90,,NA,,NA,,164,,,,32.1,,7.38,,0.12,,,,12.7,,8.05,,,,2.83,,,,9.02,,,,37.8,,400,,30.5,,,,,,,,12.7,,,,,,,,,
2013PN510108,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1C,57.10.22.300,111.39.18.500,57.17286,-111.65514,2013-04-28 14:25,WATER,DISCRETE SAMPLE,,127.995,,0,,2.061,,0,,87.761,,0,,-0.048,,1.18,,37.783,,8.086,,155.647,,150,,NA,,NA,,105,,,,21,,4.98,,0.09,,,,8.58,,7.99,,,,2.85,,,,7.36,,,,25.5,,270,,21.8,,,,,,,,39.6,,,,,,,,,
2013PN510434,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1C,57.10.22.300,111.39.18.500,57.17286,-111.65514,2013-08-10 13:02,WATER,DISCRETE SAMPLE,,116.293,,0,,1.746,,0,,93.204,,0,,0.016,,0.67,,25.644,,7.989,,122.444,,300,,NA,,NA,,95.4,,,,24.4,,1.51,,0.11,,,,7.84,,8.02,,,,0.66,,,,8.04,,,,14.9,,201,,7.7,,,,,,,,8.78,,,,,,,,,
2013PN510148,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-05-08 12:25,WATER,DISCRETE SAMPLE,,67.533,,0,,1.471,,0,,46.69,,0,,-0.658,,0.66,,31.257,,9.175,,76.833,,100,,NA,,NA,,55.4,,,,12.4,,1.09,,0.08,,,,3.82,,7.86,,,,2.05,,,,5.06,,,,10.3,,133,,8.66,,,,,,,,407,,,,,,,,,
2013PN510166,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-05-10 13:30,WATER,DISCRETE SAMPLE,,58.878,,0,,1.655,,0,,44.909,,0,,-0.838,,0.61,,30.297,,9.426,,70.115,,150,,NA,,NA,,48.3,,,,12,,0.86,,0.08,,,,3.63,,7.75,,,,1.93,,,,5.17,,,,9.46,,123,,7.89,,,,,,,,258,,,,,,,,,
2013PN510185,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-05-13 12:50,WATER,DISCRETE SAMPLE,,56.562,,0,,1.449,,0,,45.282,,0,,-0.811,,0.57,,28.795,,9.411,,68.49,,150,,NA,,NA,,46.4,,,,12.1,,0.75,,0.09,,,,3.66,,7.79,,,,1.8,,,,5.02,,,,8.84,,118,,8.31,,,,,,,,203,,,,,,,,,
2013PN510207,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-05-15 10:40,WATER,DISCRETE SAMPLE,,61.194,,0,,1.532,,0,,49.426,,0,,-0.735,,0.57,,27.888,,9.269,,72.975,,250,,NA,,NA,,50.2,,,,13.1,,0.72,,0.09,,,,4.06,,7.8,,,,1.8,,,,4.86,,,,9.19,,124,,8.96,,,,,,,,184,,,,,,,,,
2013PN510226,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-05-17 13:20,WATER,DISCRETE SAMPLE,,60.341,,0,,1.696,,0.005,,49.505,,0,,-0.793,,0.55,,27.405,,9.337,,72.112,,230,,NA,,NA,,49.5,,,,13,,0.67,,0.09,,,,4.14,,7.75,,,,1.69,,,,4.74,,,,8.96,,123,,9.06,,,,,,,,163,,,,,,,,,
2013PN510241,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-05-20 13:45,WATER,DISCRETE SAMPLE,,59.975,,0,,1.433,,2.136,,51.336,,0,,-0.704,,0.53,,26.139,,9.228,,73.264,,230,,NA,,NA,,49.2,,,,13.7,,0.62,,0.1,,,,4.16,,7.82,,,,1.8,,,,4.5,,,,8.72,,126,,10.1,,,,,,,,148,,,,,,,,,
2013PN510251,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-05-22 10:45,WATER,DISCRETE SAMPLE,,57.537,,0,,1.816,,4.962,,52.162,,0,,-0.839,,0.55,,26.553,,9.377,,73.086,,250,,NA,,NA,,47.2,,,,13.8,,0.6,,0.11,,,,4.3,,7.7,,,,1.87,,,,4.66,,,,9.06,,128,,10.3,,,,,,,,328,,,,,,,,,
2013PN510273,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-05-24 13:50,WATER,DISCRETE SAMPLE,,60.219,,0,,1.857,,3.637,,53.037,,0,,-0.796,,0.49,,24.604,,9.302,,72.293,,250,,NA,,NA,,49.4,,,,14.2,,0.54,,0.09,,,,4.27,,7.71,,,,1.56,,,,4.33,,,,8.25,,132,,9.32,,,,,,,,210,,,,,,,,,
2013PN510291,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-05-27 15:05,WATER,DISCRETE SAMPLE,,68.142,,0,,1.787,,0,,55.85,,0,,-0.66,,0.51,,24.962,,9.099,,77.645,,300,,NA,,NA,,55.9,,,,14.7,,0.63,,0.09,,,,4.65,,7.78,,,,1.46,,,,4.33,,,,8.82,,140,,9.35,,,,,,,,822,,,,,,,,,
2013PN510300,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-05-30 11:10,WATER,DISCRETE SAMPLE,,77.285,,0,,1.98,,0,,61.201,,0,,-0.557,,0.53,,24.852,,8.903,,86.216,,300,,NA,,NA,,63.4,,,,16.2,,0.76,,0.09,,,,5.04,,7.79,,,,1.4,,,,4.71,,,,9.57,,156,,10.3,,,,,,,,341,,,,,,,,,
2013PN510322,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-06-03 12:45,WATER,DISCRETE SAMPLE,,85.086,,0,,1.897,,1.933,,71.733,,0,,-0.389,,0.57,,24.725,,8.629,,95.849,,250,,NA,,NA,,69.8,,,,19,,0.89,,0.1,,,,5.9,,7.85,,,,1.43,,,,5.46,,,,11.1,,164,,10,,,,,,,,114,,,,,,,,,
2013PN510334,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-06-07 12:50,WATER,DISCRETE SAMPLE,,93.863,,0,,1.778,,0,,73.221,,0,,-0.274,,0.58,,24.926,,8.468,,100.751,,300,,NA,,NA,,77,,,,19.2,,1.04,,0.1,,,,6.14,,7.92,,,,1.19,,,,5.31,,,,11.4,,180,,10.1,,,,,,,,81.5,,,,,,,,,
2013PN510341,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-06-14 11:00,WATER,DISCRETE SAMPLE,,79.235,,0,,1.61,,0,,63.396,,0,,-0.435,,0.69,,29.755,,8.76,,92.378,,250,,NA,,NA,,65,,,,16.7,,0.8,,0.1,,,,5.27,,7.89,,,,1.06,,,,5.79,,,,12.6,,159,,11,,,,,,,,318,,,,,,,,,
2013PN510361,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-06-20 12:56,WATER,DISCRETE SAMPLE,,75.822,,0,,1.77,,4.015,,66.215,,0,,-0.495,,0.57,,25.514,,8.819,,86.953,,300,,NA,,NA,,62.2,,,,17.4,,0.52,,0.11,,,,5.53,,7.83,,,,0.9,,,,6.08,,,,10.6,,148,,8.44,,,,,,,,218,,,,,,,,,
2013PN510387,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-06-25 14:10,WATER,TRIPLICATE SAMPLE - rep1,,83.38,,0,,1.816,,4.406,,72.806,,0,,-0.385,,0.53,,23.431,,8.63,,93.526,,300,,NA,,NA,,68.4,,,,19.1,,0.64,,0.1,,,,6.1,,7.86,,,,0.92,,,,6.5,,,,10.4,,158,,8.66,,,,,,,,305,,,,,,,,,
2013PN510388,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-06-25 14:15,WATER,TRIPLICATE SAMPLE - rep2,,83.258,,0,,1.813,,0,,67.708,,0,,PM,,0.5,,23.067,,PM,,89.515,,300,,NA,,NA,,68.3,,,,17.8,,0.59,,0.09,,,,5.65,,7.86,,,,0.82,,,,6.04,,,,9.47,,158,,8,,,,,,,,306,,,,,,,,,
2013PN510389,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-06-25 14:20,WATER,TRIPLICATE SAMPLE - rep3,,83.502,,0,,1.819,,0.248,,68.748,,0,,PM,,0.49,,22.674,,PM,,89.981,,300,,NA,,NA,,68.5,,,,18.2,,0.59,,0.09,,,,5.66,,7.86,,,,0.81,,,,6.04,,,,9.4,,158,,8.02,,,,,,,,322,,,,,,,,,
2013PN510401,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-07-09 14:30,WATER,DISCRETE SAMPLE,,109.954,,0,,1.989,,1.349,,91.549,,0,,-0.092,,0.56,,22.574,,8.125,,117.218,,400,,NA,,NA,,90.2,,,,24.1,,1.14,,0.11,,,,7.62,,7.94,,,,0.81,,,,9.18,,,,12.4,,197,,7.57,,,,,,,,33.6,,,,,,,,,
2013PN510426,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-07-24 11:34,WATER,DISCRETE SAMPLE,,123.119,,0,,1.607,,0,,94.017,,0,,0.091,,0.66,,25.202,,7.898,,128.916,,300,,NA,,NA,,101,,,,24,,1.6,,0.09,,,,8.28,,8.08,,,,0.75,,,,8.17,,,,14.7,,222,,10.5,,,,,,,,17.5,,,,,,,,,
2013PN510435,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-08-10 13:33,WATER,DISCRETE SAMPLE,,114.708,,0,,1.722,,0,,93.201,,0,,0.008,,0.67,,25.519,,8.004,,121.442,,350,,NA,,NA,,94.1,,,,24.3,,1.45,,0.11,,,,7.9,,8.02,,,,0.65,,,,8.07,,,,14.8,,201,,7.64,,,,,,,,8.59,,,,,,,,,
