2013PN510483,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2013-09-19 13:15,WATER,DISCRETE SAMPLE,,45.4,L,0.001,,0.78,,33,,0.006,L,0.001,,55.2,,0.005,,0.136,,0.011,,0.1,,0.137,,0.38,,0.018,,0.01,,0.003,,408,,0.066,,0.07,,12.6,,11.1,,0.639,,1.1,,0.016,L,0.005,L,0.001,,1.18,,0.04,,0.12,,0.001,,117,L,0.01,,0.004,L,0.005,,0.6,,0.012,,0.104,,0.367,,0.089,,0.5,,0.2,
2013PN510526,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2013-10-17 12:00,WATER,DISCRETE SAMPLE,,167,,0.05,,0.78,,29.1,,0.015,,0.005,,48.9,,0.011,,0.395,,0.031,,0.27,,0.207,,0.67,,0.056,,0.01,,0.008,,816,,0.19,,0.142,,14.3,,21.2,,0.558,,1.25,,0.004,L,0.005,L,0.001,,1.18,,0.09,,0.11,,0.001,,119,,0.01,,0.004,L,0.005,,2.2,L,0.001,,0.126,,0.645,,0.205,,1.1,,0.3,
2013PN510542,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2013-10-27 11:45,WATER,DISCRETE SAMPLE,,205,,0.054,,0.82,,27.8,,0.02,,0.007,,41.6,,0.008,,0.449,,0.04,,0.33,,0.233,,0.64,,0.066,,0.01,,0.015,,759,,0.217,,0.176,,12,,22.4,,0.577,,1.17,,0.007,L,0.005,L,0.001,,1.23,,0.06,,0.13,,0.001,,101,L,0.01,,0.005,L,0.005,,2.5,,0.002,,0.105,,0.676,,0.212,,0.9,,0.3,
2013PN510560,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-01-09 12:45,WATER,DISCRETE SAMPLE,,98.1,,0.064,,0.68,,36.1,,0.018,,0.002,,51.7,,0.009,,0.23,,0.02,,0.18,,0.126,,0.74,,0.045,,0.01,,0.002,,455,,0.123,,0.093,,13.6,,9.8,,0.701,,1.41,,0.004,L,0.005,L,0.001,,1.04,,0.06,,0.13,,0.002,,115,,0.03,,0.005,L,0.005,,1.8,,0.002,,0.119,,0.417,,0.161,,1.2,,0.2,
2013PN510568,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-02-11 12:34,WATER,DISCRETE SAMPLE,,109,,0.074,,0.72,,36.9,,0.016,,0.002,,57.4,,0.008,,0.255,,0.02,,0.21,,0.144,,0.69,,0.045,,0.01,,0.002,,501,,0.137,,0.107,,15,,11.2,,0.636,,1.39,,0.004,L,0.005,,0.001,,1.05,,0.07,,0.12,,0.002,,123,,0.02,,0.004,L,0.005,,1.3,,0.005,,0.127,,0.496,,0.166,,1.2,,0.3,
2013PN510590,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-03-17 16:40,WATER,DISCRETE SAMPLE,,31.6,,0.055,,0.49,,37,,0.01,,0.001,,51,,0.137,,0.118,,0.009,,0.1,,0.173,,1.13,,0.035,,0.01,,0.001,,177,,0.06,,0.044,,12.8,,28.2,,0.513,,1.23,,0.003,L,0.005,L,0.001,,2.08,,0.03,,0.12,,0.003,,110,,0.02,,0.003,L,0.005,,0.8,,0.058,,0.109,,0.539,,0.094,,3.4,,0.2,
2014PN510105,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-04-03 13:45,WATER,DISCRETE SAMPLE,,95.1,,0.062,,0.66,,38.5,,0.012,L,0.001,,61.3,,0.046,,0.229,,0.021,,0.21,,0.134,,0.75,,0.052,,0.02,L,0.001,,397,,0.123,,0.101,,15.1,,8.76,,0.696,,1.36,,0.001,L,0.005,,0.001,,1.06,L,0.01,,0.1,,0.003,,125,L,0.01,,0.005,,0.008,,1.8,,0.003,,0.143,,0.547,,0.148,,0.4,,0.1,
2014PN510117,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-04-07 12:35,WATER,DISCRETE SAMPLE,,84.3,,0.047,,0.61,,36.1,,0.01,L,0.001,,59.6,,0.006,,0.18,,0.016,,0.16,,0.118,,0.98,,0.027,,0.02,L,0.001,,321,,0.104,,0.107,,14.5,,8.32,,0.765,,1.41,L,0.001,L,0.005,L,0.001,,1.04,L,0.01,,0.09,,0.002,,123,L,0.01,,0.003,,0.025,,1.9,,0.003,,0.131,,0.393,,0.123,,1.2,,0.2,
2014PN510124,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-04-12 11:19,WATER,DISCRETE SAMPLE,,341,,0.06,,0.79,,38.9,,0.019,,0.009,,64.1,,0.007,,0.658,,0.069,,0.51,,0.258,,1.08,,0.104,,0.02,,0.001,,1030,,0.315,,0.292,,14.6,,40.6,,0.558,,1.71,,0.015,L,0.005,L,0.001,,2.14,L,0.01,,0.09,,0.005,,122,L,0.01,,0.006,,0.04,,4.6,,0.009,,0.181,,1.12,,0.304,,1.2,,0.5,
2014PN510143,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-04-14 12:59,WATER,DISCRETE SAMPLE,,100,,0.062,,0.73,,36.7,,0.012,L,0.001,,63.1,,0.007,,0.287,,0.02,,0.19,,0.168,,0.81,,0.037,,0.01,L,0.001,,980,,0.145,,0.142,,14.7,,64.1,,0.564,,1.4,,0.004,L,0.005,L,0.001,,1.35,L,0.01,,0.1,,0.002,,133,L,0.01,,0.004,,0.014,,1.6,,0.004,,0.166,,0.512,,0.166,,0.9,,0.3,
2014PN510157,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-04-17 12:22,WATER,DISCRETE SAMPLE,,88.4,,0.058,,0.76,,36.8,,0.013,,0.002,,62,,0.001,,0.317,,0.021,,0.1,,0.166,,0.79,,0.032,,0.02,L,0.001,,940,,0.148,,0.152,,15.3,,42.2,,0.603,,2.17,,0.003,L,0.005,,0.003,,1.29,,0.04,,0.1,,0.002,,129,L,0.01,,0.003,,0.012,,1.3,,0.003,,0.158,,0.49,,0.195,,0.3,,0.3,
2014PN510168,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-04-21 11:03,WATER,DISCRETE SAMPLE,,90.1,,0.057,,0.65,,34.7,,0.011,,0.002,,55.1,,0.004,,0.295,,0.019,,0.1,,0.182,,0.74,,0.028,,0.02,L,0.001,,755,,0.138,,0.142,,14.2,,33.7,,0.564,,1.36,,0.001,L,0.005,L,0.001,,1.28,,0.03,,0.07,,0.002,,119,,0.01,,0.003,,0.018,,1.4,,0.002,,0.154,,0.451,,0.184,,0.2,,0.2,
2014PN510183,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-04-23 14:10,WATER,DISCRETE SAMPLE,,353,,0.048,,0.7,,32.3,,0.034,,0.005,,48.9,,0.006,,0.81,,0.08,,0.41,,0.314,,1.03,,0.091,,0.03,L,0.001,,1010,,0.364,,0.337,,12.8,,42.1,,0.445,,1.52,,0.006,L,0.005,L,0.001,,1.9,,0.1,,0.08,,0.005,,104,L,0.01,,0.006,,0.016,,4,,0.006,,0.158,,1.15,,0.37,,0.9,,0.6,
2014PN510206,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-04-27 14:30,WATER,DISCRETE SAMPLE,,744,,0.063,,1.18,,39.1,,0.049,,0.011,,45.6,,0.015,,1.84,,0.14,,1.07,,0.73,,1.74,,0.242,,0.04,,0.001,,2190,,0.862,,0.67,,13.1,,106,,0.477,,2.23,,0.027,L,0.005,,0.001,,2.73,,0.02,,0.11,,0.008,,99,L,0.01,,0.012,,0.097,,9.9,,0.004,,0.2,,2.44,,0.744,,3.7,,0.8,
2014PN510191,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-04-29 10:21,WATER,DISCRETE SAMPLE,,1580,,0.076,,1.81,,49.4,,0.097,,0.021,,49.5,,0.027,,3.67,,0.277,,2.27,,1.29,,2.8,,0.508,,0.08,,0.003,,3650,,1.69,,1.32,,13.1,,136,,0.46,,3.67,,0.045,L,0.005,L,0.001,,4.52,,0.2,,0.14,,0.015,,96.7,,0.01,,0.025,,0.087,,20.5,,0.004,,0.227,,4.83,,1.45,,7.6,,1.3,
2014PN510231,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-05-01 13:22,WATER,DISCRETE SAMPLE,,13300,,0.217,,11.4,,220,,0.812,,0.184,,81.4,,0.162,,35.6,,1.98,,20,,10.7,,20,,4.44,,0.43,,0.032,,27500,,16.1,,12.1,,29.8,,683,,0.859,,23.7,,0.268,L,0.005,,0.004,,24.4,,2.73,,0.69,,0.133,,146,,0.05,,0.183,,0.444,,111,,0.023,,1.09,,39.8,,13.1,,72.2,,6.7,
2014PN510241,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-05-04 12:26,WATER,DISCRETE SAMPLE,,4000,,0.121,,3.41,,74.7,,0.224,,0.053,,59.4,,0.052,,8.99,,0.659,,5.63,,2.75,,5.96,,1.28,,0.15,,0.008,,7820,,4.08,,3.09,,14.4,,184,,0.625,,7.35,,0.107,L,0.005,,0.003,,8.61,,0.73,,0.27,,0.033,,101,,0.01,,0.054,,0.173,,44.7,,0.007,,0.361,,11.7,,3.39,,16.9,,3,
2014PN510253,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-05-06 10:37,WATER,DISCRETE SAMPLE,,2900,,0.101,,2.66,,60.3,,0.173,,0.042,,52.2,,0.038,,6.75,,0.505,,4.2,,2.01,,4.45,,0.89,,0.1,,0.005,,6260,,3.16,,2.32,,12.8,,142,,0.598,,5.75,,0.079,L,0.005,L,0.001,,6.75,,0.86,,0.19,,0.025,,96.6,,0.02,,0.039,,0.096,,35.4,,0.005,,0.302,,8.67,,2.48,,11.9,,2.3,
2014PN510274,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-05-08 13:22,WATER,DISCRETE SAMPLE,,2600,,0.124,,2.73,,58.9,,0.16,,0.039,,49.7,,0.043,,6.94,,0.484,,3.93,,2.03,,4.27,,0.895,,0.12,L,0.001,,6220,,3.16,,2.35,,12.2,,141,,0.65,,5.68,,0.075,L,0.005,,0.002,,6.31,,0.45,,0.22,,0.026,,93.5,,0.01,,0.044,,0.294,,31.6,,0.009,,0.314,,8.13,,2.59,,12.5,,2.3,
2014PN510293,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-05-11 11:51,WATER,DISCRETE SAMPLE,,1130,,0.095,,1.66,,40.4,,0.076,,0.019,,45.4,,0.026,,2.94,,0.227,,1.68,,0.926,,2.11,,0.388,,0.06,L,0.001,,3010,,1.35,,1.06,,10.6,,86.3,,0.629,,3.16,,0.037,L,0.005,,0.001,,3.32,,0.12,,0.15,,0.01,,86.5,,0.01,,0.022,,0.554,,15.3,,0.007,,0.226,,3.73,,1.15,,6.8,,1.1,
2014PN510305,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-05-13 14:22,WATER,DISCRETE SAMPLE,,1040,,0.101,,1.51,,38.8,,0.065,,0.017,,46.3,,0.021,,2.59,,0.209,,1.53,,0.797,,1.95,,0.351,,0.05,L,0.001,,2600,,1.19,,0.915,,11.1,,66.6,,0.639,,2.92,,0.032,L,0.005,,0.001,,3.24,,0.08,,0.15,,0.01,,90.7,,0.01,,0.02,,0.234,,14.1,,0.007,,0.213,,3.42,,1,,5,,1,
2014PN510320,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-05-15 13:26,WATER,DISCRETE SAMPLE,,1200,,0.111,,1.77,,44.5,,0.079,,0.019,,47.9,,0.025,,3.06,,0.25,,1.84,,0.963,,2.3,,0.417,,0.07,L,0.001,,2850,,1.41,,1.16,,11.7,,101,,0.685,,3.35,,0.043,L,0.005,,0.001,,3.65,,0.12,,0.15,,0.013,,93.2,,0.01,,0.024,,0.737,,18.5,L,0.001,,0.235,,3.99,,1.18,,7.4,,1.1,
2014PN510331,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-05-20 11:44,WATER,DISCRETE SAMPLE,,1480,,0.09,,1.9,,47.3,,0.091,,0.024,,59.3,,0.028,,3.82,,0.311,,2.27,,1.06,,2.89,,0.492,,0.06,,0.004,,3340,,1.8,,1.32,,13.5,,90,,0.688,,3.9,,0.057,L,0.005,,0.005,,4.28,,0.5,,0.19,,0.012,,104,L,0.01,,0.03,,0.099,,20.4,,0.006,,0.25,,4.84,,1.48,,7.5,,1.5,
2014PN510346,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-05-22 11:05,WATER,DISCRETE SAMPLE,,3570,,0.129,,3.32,,75.6,,0.219,,0.051,,64.5,,0.057,,8.97,,0.675,,5.41,,2.52,,5.65,,1.14,,0.14,,0.007,,7440,,4.21,,3.03,,16.3,,175,,0.691,,7.36,,0.11,L,0.005,,0.003,,8.31,,1.2,,0.25,,0.033,,113,,0.02,,0.063,,0.124,,46.7,,0.008,,0.392,,11.1,,3.38,,17.5,,2.9,
2014PN510362,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-05-26 13:59,WATER,DISCRETE SAMPLE,,2340,,0.106,,2.57,,59,,0.146,,0.036,,54.5,,0.04,,5.8,,0.47,,3.41,,1.72,,4.07,,0.732,,0.1,,0.005,,5100,,2.69,,1.95,,13.6,,131,,0.704,,5.08,,0.081,L,0.005,,0.001,,5.82,,0.8,,0.24,,0.022,,105,,0.01,,0.044,,0.05,,31.6,,0.008,,0.304,,7.51,,2.27,,11.6,,1.9,
2014PN510381,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-05-29 11:33,WATER,DISCRETE SAMPLE,,4630,,0.143,,3.66,,82.6,,0.277,,0.067,,66.3,,0.06,,10.6,,0.841,,6.74,,2.96,,7.14,,1.45,,0.17,,0.011,,8580,,4.93,,3.66,,17,,193,,0.699,,8.72,,0.124,L,0.005,,0.004,,10.2,,1.54,,0.32,,0.035,,122,,0.04,,0.071,,0.157,,50.7,,0.019,,0.45,,14.2,,3.91,,19.8,,3.6,
2014PN510391,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-06-02 11:55,WATER,DISCRETE SAMPLE,,9570,,0.258,,7.05,,130,,0.532,,0.133,,88.4,,0.095,,22.3,,1.8,,13.7,,6.14,,14.5,,3.1,,0.39,,0.079,,16500,,10.2,,7.07,,24.5,,256,,0.874,,16.5,,0.206,L,0.005,,0.003,,21.3,,2.11,,0.54,,0.078,,156,,0.05,,0.134,,0.274,,111,,0.015,,0.761,,27.7,,8.2,,42.1,,5.1,
2014PN510408,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-06-06 12:21,WATER,DISCRETE SAMPLE,,7090,,0.21,,5.51,,110,,0.435,,0.108,,69.8,,0.087,,17.6,,1.46,,10.6,,4.65,,10.9,,2.41,,0.31,,0.099,,12900,,8.08,,5.55,,19.8,,204,,0.901,,13.3,,0.183,L,0.005,,0.001,,17.2,,1.56,,0.46,,0.057,,135,L,0.01,,0.117,,0.41,,86.4,,0.009,,0.641,,21.1,,6.53,,31.6,,4.4,
2014PN510419,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-06-08 13:19,WATER,DISCRETE SAMPLE,,6140,,0.116,,4.58,,88.4,,0.378,,0.087,,64.2,,0.065,,13.9,,1.17,,8.86,,3.85,,8.73,,2.02,,0.25,,0.019,,10700,,6.35,,4.61,,18.2,,172,,0.807,,10.7,,0.166,L,0.005,,0.001,,15,,1.29,,0.39,,0.044,,131,,0.03,,0.094,,0.273,,70.5,,0.011,,0.555,,17.6,,5.16,,24.2,,4.4,
2014PN510430,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-06-10 10:36,WATER,DISCRETE SAMPLE,,5710,,0.104,,4.3,,85,,0.319,,0.077,,60.2,,0.053,,12.3,,1.07,,8.17,,3.51,,7.98,,1.85,,0.26,,0.019,,9800,,5.65,,4.03,,17.4,,172,,0.793,,9.82,,0.157,L,0.005,,0.003,,13.9,,1.17,,0.34,,0.045,,124,,0.02,,0.09,,0.277,,72.5,,0.011,,0.496,,16.1,,4.69,,22,,4,
2014PN510446,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-06-12 10:40,WATER,DISCRETE SAMPLE,,5730,,0.16,,4.45,,89.3,,0.325,,0.077,,59.5,,0.053,,12.8,,1.03,,8.58,,3.58,,8.93,,1.84,,0.21,,0.013,,10300,,5.87,,4.19,,17.3,,166,,0.816,,10.4,,0.146,L,0.005,,0.001,,12.3,,1.21,,0.34,,0.039,,124,,0.02,,0.08,,0.235,,69.8,,0.011,,0.514,,17,,4.74,,24.2,,3.1,
2014PN510471,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-06-17 11:45,WATER,DISCRETE SAMPLE,,2980,,0.074,,2.89,,65,,0.186,,0.045,,46.8,,0.034,,6.95,,0.661,,4.43,,1.99,,4.93,,1.05,,0.15,,0.014,,5820,,3.35,,2.26,,13.2,,119,,0.764,,6.12,,0.095,L,0.005,,0.001,,8.51,,0.6,,0.23,,0.025,,105,,0.02,,0.053,,0.137,,46.1,,0.01,,0.332,,9.41,,2.65,,12.4,,2.6,
2014PN510482,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-06-19 10:59,WATER,DISCRETE SAMPLE,,2710,,0.073,,2.52,,60.1,,0.157,,0.036,,44,,0.029,,5.89,,0.558,,3.91,,1.7,,4.52,,0.891,,0.12,,0.013,,4960,,2.76,,1.89,,12.5,,113,,0.746,,5.55,,0.082,L,0.005,,0.001,,7.28,,0.47,,0.2,,0.022,,101,,0.01,,0.047,,0.098,,40.9,,0.006,,0.307,,8.27,,2.23,,10.7,,2.2,
2014PN510495,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-06-23 12:22,WATER,DISCRETE SAMPLE,,1810,,0.069,,2.22,,51.3,,0.117,,0.028,,46.7,,0.025,,4.4,,0.382,,2.76,,1.33,,3.33,,0.615,,0.11,,0.007,,3810,,2.03,,1.42,,12.1,,96.5,,0.684,,4.4,,0.068,L,0.005,,0.002,,5.1,,0.33,,0.19,,0.018,,104,,0.01,,0.031,,0.088,,27,,0.004,,0.264,,5.88,,1.67,,8.7,,1.8,
2014PN510509,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-07-07 11:04,WATER,DISCRETE SAMPLE,,1270,,0.078,,1.71,,44.9,,0.075,,0.016,,50.7,,0.012,,2.69,,0.249,,1.83,,0.902,,2.3,,0.404,,0.06,,0.002,,2640,,1.24,,0.908,,12,,79.3,,0.634,,3.7,,0.027,L,0.005,L,0.001,,3.73,,0.15,,0.15,,0.009,,107,L,0.01,,0.024,,0.052,,17.3,,0.005,,0.212,,4.03,,1.09,,6,,1.3,
2014PN510533,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-07-22 14:46,WATER,DISCRETE SAMPLE,,297,,0.064,,1.15,,32.4,,0.02,,0.005,,44.5,,0.009,,0.713,,0.065,,0.47,,0.306,,1.07,,0.103,,0.02,L,0.001,,912,,0.344,,0.271,,10.6,,38.1,,0.701,,1.72,,0.009,L,0.005,L,0.001,,1.51,,0.01,,0.13,,0.003,,103,L,0.01,,0.008,,0.021,,4.6,L,0.001,,0.149,,1.22,,0.336,,4.9,,0.5,
2014PN510554,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-08-07 14:13,WATER,DISCRETE SAMPLE,,72.5,,0.062,,1.08,,33,,0.009,,0.002,,54.7,,0.006,,0.211,,0.017,,0.15,,0.188,,0.57,,0.025,,0.01,,0.003,,475,,0.107,,0.103,,13.7,,22,,0.718,,1.44,,0.004,L,0.005,L,0.001,,1.15,L,0.01,,0.12,,0.002,,123,,0.01,,0.005,L,0.005,,0.9,,0.023,,0.168,,0.545,,0.136,,0.4,,0.2,
2014PN510569,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-08-21 10:22,WATER,TRIPLICATE SAMPLE - rep1,,24.1,,0.056,,0.76,,35.4,,0.004,,0.002,,57.6,,0.005,,0.096,,0.008,,0.07,,0.121,,0.42,,0.008,,0.01,,0.005,,260,,0.05,,0.055,,14.1,,7.25,,0.756,,1.27,,0.001,L,0.005,L,0.001,,1.1,,0.01,,0.12,,0.001,,127,,0.01,,0.005,,0.015,,0.3,L,0.001,,0.146,,0.264,,0.077,,0.6,,0.1,
2014PN510570,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-08-21 10:27,WATER,TRIPLICATE SAMPLE - rep2,,19.3,,0.058,,0.79,,34.8,,0.003,,0.002,,60.3,,0.004,,0.083,,0.007,,0.07,,0.119,,0.45,,0.008,L,0.01,L,0.001,,263,,0.044,,0.048,,13.9,,6.76,,0.763,,1.35,L,0.001,L,0.005,L,0.001,,1.13,,0.01,,0.12,,0.001,,134,L,0.01,,0.004,,0.024,,0.5,L,0.001,,0.137,,0.269,,0.072,,0.7,,0.1,
2014PN510571,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-08-21 10:32,WATER,TRIPLICATE SAMPLE - rep3,,19.5,,0.059,,0.8,,34.9,,0.005,,0.002,,59.8,,0.005,,0.092,,0.007,,0.06,,0.133,,0.5,,0.01,L,0.01,,0.002,,274,,0.046,,0.146,,13.9,,7.43,,0.757,,1.31,L,0.001,L,0.005,L,0.001,,1.12,,0.01,,0.11,,0.002,,131,L,0.01,,0.004,L,0.005,,0.3,L,0.001,,0.136,,0.277,,0.076,,0.5,,0.1,
