Name,Method short name,Parameter short name
Sediment - Organophosphate flame retardant,723,3289_00_00_01_02
Sediment - Organophosphate flame retardant,723,3294_00_00_01_02
Sediment - Organophosphate flame retardant,4228,4874_00_01_01_44
Sediment - Organophosphate flame retardant,4228,4875_00_01_01_44
Sediment - Organophosphate flame retardant,4228,4876_00_01_01_44
Sediment - Organosilicone,304,1407_00_01_01_44
Sediment - Organosilicone,304,1408_00_01_01_44
Sediment - Organosilicone,304,1409_00_01_01_44
Sediment - Organosilicone,304,1410_00_01_01_44
Sediment - Organosilicone,304,1411_00_01_01_44
Sediment - Organosilicone,304,1412_00_01_01_44
Sediment - Organosilicone,304,1413_00_01_01_44
Sediment - Organosilicone,304,1414_00_01_01_44
Sediment - Organosilicone,304,1415_00_01_01_44
Sediment - Organosilicone,304,1416_00_00_01_01
Sediment - Pesticides,4389,259_00_00_01_02
Sediment - Pesticides,4261,287_00_00_01_02
Sediment - Pesticides,4261,261_00_00_01_02
Sediment - Pesticides,4389,5416_00_00_01_02
Sediment - Pesticides,4261,258_00_00_01_02
Sediment - Pesticides,4261,182_00_00_01_02
Sediment - Pesticides,4261,187_00_00_01_02
Sediment - Pesticides,4335,1703_00_00_01_02
Sediment - Pesticides,4336,1693_00_00_01_02
Sediment - Pesticides,4261,269_00_00_01_02
Sediment - Pesticides,4261,177_00_00_01_02
Sediment - Pesticides,4261,192_00_00_01_02
Sediment - Pesticides,4261,211_00_00_01_02
Sediment - Pesticides,4389,1046_00_00_01_02
Sediment - Pesticides,4261,335_00_00_01_02
Sediment - Pesticides,4261,291_00_00_01_02
Sediment - Pesticides,4261,169_00_00_01_02
Sediment - Pesticides,4261,1909_00_00_01_02
Sediment - Pesticides,4261,60_00_00_01_02
Sediment - Pesticides,4261,281_00_00_01_02
Sediment - Pesticides,4261,227_00_00_01_02
Sediment - Pesticides,4389,200_00_00_01_02
Sediment - Pesticides,4389,287_00_00_01_02
Sediment - Pesticides,4335,3648_00_00_01_02
Sediment - Pesticides,4261,1042_00_00_01_02
Sediment - Pesticides,4261,260_00_00_01_02
Sediment - Pesticides,4261,206_00_00_01_02
Sediment - Pesticides,4261,200_00_00_01_02
Sediment - Pesticides,4336,3652_00_00_01_02
Sediment - Pesticides,4261,207_00_00_01_02
Sediment - Pesticides,4261,165_00_00_01_02
Sediment - Pesticides,4261,2679_00_00_01_02
Sediment - Pesticides,4261,235_00_00_01_02
Sediment - Pesticides,4261,259_00_00_01_02
Sediment - Pesticides,4336,3647_00_00_01_02
Sediment - Pesticides,4389,1712_00_00_01_02
Sediment - Pesticides,4336,2646_00_00_01_02
Sediment - Pesticides,4335,2159_00_00_01_02
Sediment - Pesticides,4335,2152_00_00_01_02
Sediment - Pesticides,4335,2153_00_00_01_02
Sediment - Pesticides,4336,2561_00_00_01_02
Sediment - Pesticides,4335,1144_00_00_01_02
Sediment - Pesticides,4389,258_00_00_01_02
Sediment - Pesticides,4389,2852_00_00_01_02
Sediment - Pesticides,4335,1_00_00_01_02
Sediment - Pesticides,4336,10226_00_00_01_02
Sediment - Pesticides,4336,3646_00_00_01_02
Sediment - Pesticides,4335,1143_00_00_01_02
Sediment - Pesticides,4335,1139_00_00_01_02
Sediment - Pesticides,4335,2_00_00_01_02
Sediment - Pesticides,4336,127_00_00_01_02
Sediment - Pesticides,4389,1047_00_00_01_02
Sediment - Pesticides,4389,165_00_00_01_02
Sediment - Pesticides,4389,192_00_00_01_02
Sediment - Pesticides,4389,235_00_00_01_02
Sediment - Pesticides,4389,4_00_00_01_02
Sediment - Pesticides,4336,3632_00_00_01_02
Sediment - Pesticides,4335,2155_00_00_01_02
Sediment - Pesticides,4336,83_00_00_01_02
Sediment - Pesticides,4336,49_00_00_01_02
Sediment - Pesticides,4336,3653_00_00_01_02
Sediment - Pesticides,4389,206_00_00_01_02
Sediment - Pesticides,4389,269_00_00_01_02
Sediment - Pesticides,4335,3233_00_00_01_02
Sediment - Pesticides,4336,244_00_00_01_02
Sediment - Pesticides,4389,169_00_00_01_02
Sediment - Pesticides,4335,2158_00_00_01_02
Sediment - Pesticides,4389,182_00_00_01_02
Sediment - Pesticides,4335,1150_00_00_01_02
Sediment - Pesticides,4389,1909_00_00_01_02
Sediment - Pesticides,4389,211_00_00_01_02
Sediment - Pesticides,4335,2151_00_00_01_02
Sediment - Pesticides,4336,3649_00_00_01_02
Sediment - Pesticides,4335,1146_00_00_01_02
Sediment - Pesticides,4335,4_00_00_01_02
Sediment - Pesticides,4335,1704_00_00_01_02
Sediment - Pesticides,4335,2157_00_00_01_02
Sediment - Pesticides,4336,2581_00_00_01_02
Sediment - Pesticides,4335,1149_00_00_01_02
Sediment - Pesticides,4389,281_00_00_01_02
Sediment - Pesticides,4335,2156_00_00_01_02
Sediment - Pesticides,4335,2154_00_00_01_02
Sediment - Pesticides,4336,5288_00_00_01_02
Sediment - Pesticides,4389,1_00_00_01_02
Sediment - Pesticides,4389,3520_00_00_01_02
Sediment - Pesticides,4389,177_00_00_01_02
Sediment - Pesticides,4389,227_00_00_01_02
Sediment - Pesticides,4389,2679_00_00_01_02
Sediment - Pesticides,4389,1042_00_00_01_02
Sediment - Pesticides,4389,1045_00_00_01_02
Sediment - Pesticides,4389,261_00_00_01_02
Sediment - Pesticides,4389,4450_00_00_01_02
Sediment - Pesticides,4389,5_00_00_01_02
Sediment - Pesticides,4389,260_00_00_01_02
Sediment - Pesticides,4389,10235_00_00_01_02
Sediment - Pesticides,4336,5112_00_00_01_02
Sediment - Pesticides,254,4493_00_00_01_02
Sediment - Pesticides,4336,4493_00_00_01_02
Sediment - Pesticides,3741,124_00_00_01_02
Sediment - Pesticides,4235,124_00_00_01_02
Sediment - Pesticides,2149,177_00_00_01_02
Sediment - Pesticides,2339,177_00_00_01_02
Sediment - Pesticides,2869,177_00_00_01_02
Sediment - Pesticides,2880,177_00_00_01_02
Sediment - Pesticides,3223,177_00_00_01_02
Sediment - Pesticides,3225,177_00_00_01_02
Sediment - Pesticides,4205,177_00_00_01_02
Sediment - Pesticides,4235,177_00_00_01_02
Sediment - Pesticides,674,177_00_00_01_02
Sediment - Pesticides,675,177_00_00_01_02
Sediment - Pesticides,715,177_00_00_01_02
Sediment - Pesticides,719,177_00_00_01_02
Sediment - Pesticides,3700,177_00_01_01_44
Sediment - Pesticides,294,1694_00_00_01_02
Sediment - Pesticides,303,4105_00_00_01_02
Sediment - Pesticides,4235,4105_00_00_01_02
Sediment - Pesticides,2303,133_00_00_01_02
Sediment - Pesticides,2339,133_00_00_01_02
Sediment - Pesticides,2880,133_00_00_01_02
Sediment - Pesticides,303,133_00_00_01_02
Sediment - Pesticides,4235,133_00_00_01_02
Sediment - Pesticides,4336,133_00_00_01_02
Sediment - Pesticides,2594,240_00_00_01_02
Sediment - Pesticides,4336,56_00_00_01_02
Sediment - Pesticides,2149,133_00_01_01_44
Sediment - Pesticides,4336,3634_00_00_01_02
Sediment - Pesticides,303,166_00_00_01_02
Sediment - Pesticides,303,302_00_00_01_02
Sediment - Pesticides,4235,302_00_00_01_02
Sediment - Pesticides,4336,302_00_00_01_02
Sediment - Pesticides,2339,58_00_00_01_02
Sediment - Pesticides,2339,156_00_00_01_02
Sediment - Pesticides,4335,156_00_00_01_02
Sediment - Pesticides,2149,187_00_00_01_02
Sediment - Pesticides,2339,187_00_00_01_02
Sediment - Pesticides,2869,187_00_00_01_02
Sediment - Pesticides,2880,187_00_00_01_02
Sediment - Pesticides,3223,187_00_00_01_02
Sediment - Pesticides,4235,187_00_00_01_02
Sediment - Pesticides,674,187_00_00_01_02
Sediment - Pesticides,675,187_00_00_01_02
Sediment - Pesticides,715,187_00_00_01_02
Sediment - Pesticides,719,187_00_00_01_02
Sediment - Pesticides,2149,187_00_01_01_44
Sediment - Pesticides,3700,187_00_01_01_44
Sediment - Pesticides,294,1703_00_00_01_02
Sediment - Pesticides,4336,179_00_00_01_02
Sediment - Pesticides,4235,4106_00_00_01_02
Sediment - Pesticides,2594,937_00_00_01_02
Sediment - Pesticides,4235,937_00_00_01_02
Sediment - Pesticides,4336,937_00_00_01_02
Sediment - Pesticides,223,46_00_00_01_02
Sediment - Pesticides,4235,46_00_00_01_02
Sediment - Pesticides,464,4593_00_00_01_02
Sediment - Pesticides,464,4594_00_00_01_02
Sediment - Pesticides,4336,1932_00_00_01_02
Sediment - Pesticides,223,5_00_00_01_02
Sediment - Pesticides,4235,5_00_00_01_02
Sediment - Pesticides,674,5_00_00_01_02
Sediment - Pesticides,2552,1024_00_00_01_02
Sediment - Pesticides,303,170_00_00_01_02
Sediment - Pesticides,4235,170_00_00_01_02
Sediment - Pesticides,4336,170_00_00_01_02
Sediment - Pesticides,4235,4107_00_00_01_02
Sediment - Pesticides,4235,4108_00_00_01_02
Sediment - Pesticides,294,1696_00_00_01_02
Sediment - Pesticides,294,1699_00_00_01_02
Sediment - Pesticides,4336,4167_00_00_01_02
Sediment - Pesticides,254,4490_00_00_01_02
Sediment - Pesticides,4336,4490_00_00_01_02
Sediment - Pesticides,464,4721_00_00_01_02
Sediment - Pesticides,4336,220_00_00_01_02
Sediment - Pesticides,303,154_00_00_01_02
Sediment - Pesticides,4235,154_00_00_01_02
Sediment - Pesticides,4336,154_00_00_01_02
Sediment - Pesticides,4336,1949_00_00_01_02
Sediment - Pesticides,294,1707_00_00_01_02
Sediment - Pesticides,4235,3_00_00_01_02
Sediment - Pesticides,2594,1018_00_00_01_02
Sediment - Pesticides,4235,130_00_00_01_02
Sediment - Pesticides,723,3283_00_00_01_02
Sediment - Pesticides,464,4598_00_00_01_02
Sediment - Pesticides,223,1_00_00_01_02
Sediment - Pesticides,294,1710_00_00_01_02
Sediment - Pesticides,4235,1019_00_00_01_02
Sediment - Pesticides,4336,1110_00_00_01_02
Sediment - Pesticides,2339,161_00_00_01_02
Sediment - Pesticides,4336,161_00_00_01_02
Sediment - Pesticides,2552,189_00_00_01_02
Sediment - Pesticides,303,189_00_00_01_02
Sediment - Pesticides,4235,189_00_00_01_02
Sediment - Pesticides,4235,4109_00_00_01_02
Sediment - Pesticides,2552,1022_00_00_01_02
Sediment - Pesticides,2339,210_00_00_01_02
Sediment - Pesticides,4335,210_00_00_01_02
Sediment - Pesticides,2149,235_00_00_01_02
Sediment - Pesticides,2339,235_00_00_01_02
Sediment - Pesticides,2869,235_00_00_01_02
Sediment - Pesticides,2880,235_00_00_01_02
Sediment - Pesticides,3223,235_00_00_01_02
Sediment - Pesticides,3225,235_00_00_01_02
Sediment - Pesticides,4205,235_00_00_01_02
Sediment - Pesticides,4235,235_00_00_01_02
Sediment - Pesticides,674,235_00_00_01_02
Sediment - Pesticides,675,235_00_00_01_02
Sediment - Pesticides,715,235_00_00_01_02
Sediment - Pesticides,719,235_00_00_01_02
Sediment - Pesticides,2149,235_00_01_01_44
Sediment - Pesticides,3700,235_00_01_01_44
Sediment - Pesticides,464,4599_00_00_01_02
Sediment - Pesticides,464,4600_00_00_01_02
Sediment - Pesticides,464,4601_00_00_01_02
Sediment - Pesticides,4235,4110_00_00_01_02
Sediment - Pesticides,2552,234_00_00_01_02
Sediment - Pesticides,4235,234_00_00_01_02
Sediment - Pesticides,4336,234_00_00_01_02
Sediment - Pesticides,2552,174_00_00_01_02
Sediment - Pesticides,4235,174_00_00_01_02
Sediment - Pesticides,4336,174_00_00_01_02
Sediment - Pesticides,4235,4111_00_00_01_02
Sediment - Pesticides,4205,1045_00_00_01_02
Sediment - Pesticides,4205,1046_00_00_01_02
Sediment - Pesticides,223,1909_00_00_01_02
Sediment - Pesticides,4235,1909_00_00_01_02
Sediment - Pesticides,674,1909_00_00_01_02
Sediment - Pesticides,715,1909_00_00_01_02
Sediment - Pesticides,3700,1909_00_01_01_44
Sediment - Pesticides,2149,258_00_00_01_02
Sediment - Pesticides,2339d1,258_00_00_01_02
Sediment - Pesticides,2339d2,258_00_00_01_02
Sediment - Pesticides,2869,258_00_00_01_02
Sediment - Pesticides,2880,258_00_00_01_02
Sediment - Pesticides,3223,258_00_00_01_02
Sediment - Pesticides,3225,258_00_00_01_02
Sediment - Pesticides,4205,258_00_00_01_02
Sediment - Pesticides,4235,258_00_00_01_02
Sediment - Pesticides,674,258_00_00_01_02
Sediment - Pesticides,675,258_00_00_01_02
Sediment - Pesticides,715,258_00_00_01_02
Sediment - Pesticides,719,258_00_00_01_02
Sediment - Pesticides,223,269_00_00_01_02
Sediment - Pesticides,2302,269_00_00_01_02
Sediment - Pesticides,2880,269_00_00_01_02
Sediment - Pesticides,715,269_00_00_01_02
Sediment - Pesticides,3700,269_00_01_01_44
Sediment - Pesticides,223,1712_00_00_01_02
Sediment - Pesticides,4235,1712_00_00_01_02
Sediment - Pesticides,674,1712_00_00_01_02
Sediment - Pesticides,715,1712_00_00_01_02
Sediment - Pesticides,3700,1712_00_01_01_44
Sediment - Pesticides,3700,258_00_01_01_44
Sediment - Pesticides,4235,2721_00_00_01_02
Sediment - Pesticides,4335,2721_00_00_01_02
Sediment - Pesticides,1850,221_00_00_01_02
Sediment - Pesticides,2552,221_00_00_01_02
Sediment - Pesticides,303,221_00_00_01_02
Sediment - Pesticides,4235,221_00_00_01_02
Sediment - Pesticides,4336,221_00_00_01_02
Sediment - Pesticides,4235,99_00_00_01_02
Sediment - Pesticides,294,1704_00_00_01_02
Sediment - Pesticides,294,1709_00_00_01_02
Sediment - Pesticides,4336,1692_00_00_01_02
Sediment - Pesticides,294,1708_00_00_01_02
Sediment - Pesticides,4235,4112_00_00_01_02
Sediment - Pesticides,4235,4113_00_00_01_02
Sediment - Pesticides,2552,326_00_00_01_02
Sediment - Pesticides,303,326_00_00_01_02
Sediment - Pesticides,4235,326_00_00_01_02
Sediment - Pesticides,4336,326_00_00_01_02
Sediment - Pesticides,2149,281_00_00_01_02
Sediment - Pesticides,2339,281_00_00_01_02
Sediment - Pesticides,2869,281_00_00_01_02
Sediment - Pesticides,2880,281_00_00_01_02
Sediment - Pesticides,3223,281_00_00_01_02
Sediment - Pesticides,3225,281_00_00_01_02
Sediment - Pesticides,4205,281_00_00_01_02
Sediment - Pesticides,4235,281_00_00_01_02
Sediment - Pesticides,674,281_00_00_01_02
Sediment - Pesticides,675,281_00_00_01_02
Sediment - Pesticides,715,281_00_00_01_02
Sediment - Pesticides,719,281_00_00_01_02
Sediment - Pesticides,2149,60_00_00_01_02
Sediment - Pesticides,2339,60_00_00_01_02
Sediment - Pesticides,2869,60_00_00_01_02
Sediment - Pesticides,2880,60_00_00_01_02
Sediment - Pesticides,3225,60_00_00_01_02
Sediment - Pesticides,4235,60_00_00_01_02
Sediment - Pesticides,675,60_00_00_01_02
Sediment - Pesticides,715,60_00_00_01_02
Sediment - Pesticides,719,60_00_00_01_02
Sediment - Pesticides,3223,4449_00_00_01_02
Sediment - Pesticides,4205,4449_00_00_01_02
Sediment - Pesticides,3223,4450_00_00_01_02
Sediment - Pesticides,4205,4450_00_00_01_02
Sediment - Pesticides,674,4450_00_00_01_02
Sediment - Pesticides,3700,60_00_01_01_44
Sediment - Pesticides,3700,281_00_01_01_44
Sediment - Pesticides,4235,209_00_00_01_02
Sediment - Pesticides,4336,209_00_00_01_02
Sediment - Pesticides,254,4155_00_00_01_02
Sediment - Pesticides,4336,4155_00_00_01_02
Sediment - Pesticides,2552,1025_00_00_01_02
Sediment - Pesticides,294,1697_00_00_01_02
Sediment - Pesticides,294,1700_00_00_01_02
Sediment - Pesticides,294,1706_00_00_01_02
Sediment - Pesticides,4235,186_00_00_01_02
Sediment - Pesticides,4336,186_00_00_01_02
Sediment - Pesticides,2552,98_00_00_01_02
Sediment - Pesticides,303,98_00_00_01_02
Sediment - Pesticides,4235,98_00_00_01_02
Sediment - Pesticides,4336,98_00_00_01_02
Sediment - Pesticides,4235,1111_00_00_01_02
Sediment - Pesticides,4336,4152_00_00_01_02
Sediment - Pesticides,223,208_00_00_01_02
Sediment - Pesticides,2303,208_00_00_01_02
Sediment - Pesticides,2339,208_00_00_01_02
Sediment - Pesticides,2880,208_00_00_01_02
Sediment - Pesticides,303,208_00_00_01_02
Sediment - Pesticides,4235,208_00_00_01_02
Sediment - Pesticides,4336,208_00_00_01_02
Sediment - Pesticides,2149,208_00_01_01_44
Sediment - Pesticides,2594,150_00_00_01_02
Sediment - Pesticides,303,150_00_00_01_02
Sediment - Pesticides,4235,150_00_00_01_02
Sediment - Pesticides,4336,150_00_00_01_02
Sediment - Pesticides,464,4605_00_00_01_02
Sediment - Pesticides,2149,165_00_00_01_02
Sediment - Pesticides,2339,165_00_00_01_02
Sediment - Pesticides,2869,165_00_00_01_02
Sediment - Pesticides,2880,165_00_00_01_02
Sediment - Pesticides,3223,165_00_00_01_02
Sediment - Pesticides,3225,165_00_00_01_02
Sediment - Pesticides,3741,165_00_00_01_02
Sediment - Pesticides,4205,165_00_00_01_02
Sediment - Pesticides,4235,165_00_00_01_02
Sediment - Pesticides,674,165_00_00_01_02
Sediment - Pesticides,675,165_00_00_01_02
Sediment - Pesticides,715,165_00_00_01_02
Sediment - Pesticides,3700,165_00_01_01_44
Sediment - Pesticides,464,4606_00_00_01_02
Sediment - Pesticides,2552,218_00_00_01_02
Sediment - Pesticides,303,218_00_00_01_02
Sediment - Pesticides,4235,218_00_00_01_02
Sediment - Pesticides,4335,218_00_00_01_02
Sediment - Pesticides,4235,171_00_00_01_02
Sediment - Pesticides,4235,4114_00_00_01_02
Sediment - Pesticides,4336,4114_00_00_01_02
Sediment - Pesticides,4235,3080_00_00_01_02
Sediment - Pesticides,223,4_00_00_01_02
Sediment - Pesticides,4235,4_00_00_01_02
Sediment - Pesticides,294,1705_00_00_01_02
Sediment - Pesticides,2552,172_00_00_01_02
Sediment - Pesticides,4235,172_00_00_01_02
Sediment - Pesticides,4335,172_00_00_01_02
Sediment - Pesticides,303,994_00_00_01_02
Sediment - Pesticides,4235,994_00_00_01_02
Sediment - Pesticides,4336,994_00_00_01_02
Sediment - Pesticides,2302,194_00_00_01_02
Sediment - Pesticides,2880,194_00_00_01_02
Sediment - Pesticides,294,1147_00_00_01_02
Sediment - Pesticides,4336,1147_00_00_01_02
Sediment - Pesticides,4235,4115_00_00_01_02
Sediment - Pesticides,294,1695_00_00_01_02
Sediment - Pesticides,303,264_00_00_01_02
Sediment - Pesticides,303,117_00_00_01_02
Sediment - Pesticides,294,1698_00_00_01_02
Sediment - Pesticides,294,1701_00_00_01_02
Sediment - Pesticides,4336,5286_00_00_01_02
Sediment - Pesticides,674,10235_00_00_01_02
Sediment - Pesticides,674,10236_00_00_01_02
Sediment - Pesticides,2552,1026_00_00_01_02
Sediment - Pesticides,223,1047_00_00_01_02
Sediment - Pesticides,2869,1047_00_00_01_02
Sediment - Pesticides,4235,1047_00_00_01_02
Sediment - Pesticides,715,1047_00_00_01_02
Sediment - Pesticides,3700,1047_00_01_01_44
Sediment - Pesticides,294,1702_00_00_01_02
Sediment - Pesticides,464,1140_00_00_01_02
Sediment - Pesticides,2147,169_00_00_01_02
Sediment - Pesticides,2880,169_00_00_01_02
Sediment - Pesticides,3223,169_00_00_01_02
Sediment - Pesticides,4205,169_00_00_01_02
Sediment - Pesticides,4235,169_00_00_01_02
Sediment - Pesticides,674,169_00_00_01_02
Sediment - Pesticides,2149,169_00_01_01_44
Sediment - Pesticides,3700,169_00_01_01_44
Sediment - Pesticides,2869,192_00_00_01_02
Sediment - Pesticides,3223,192_00_00_01_02
Sediment - Pesticides,4205,192_00_00_01_02
Sediment - Pesticides,4235,192_00_00_01_02
Sediment - Pesticides,674,192_00_00_01_02
Sediment - Pesticides,675,192_00_00_01_02
Sediment - Pesticides,715,192_00_00_01_02
Sediment - Pesticides,3700,192_00_01_01_44
Sediment - Pesticides,2149,206_00_00_01_02
Sediment - Pesticides,2339,206_00_00_01_02
Sediment - Pesticides,2869,206_00_00_01_02
Sediment - Pesticides,2880,206_00_00_01_02
Sediment - Pesticides,3223,206_00_00_01_02
Sediment - Pesticides,3225,206_00_00_01_02
Sediment - Pesticides,4205,206_00_00_01_02
Sediment - Pesticides,4235,206_00_00_01_02
Sediment - Pesticides,674,206_00_00_01_02
Sediment - Pesticides,675,206_00_00_01_02
Sediment - Pesticides,715,206_00_00_01_02
Sediment - Pesticides,2594,100_00_00_01_02
Sediment - Pesticides,719,206_00_00_01_02
Sediment - Pesticides,303,100_00_00_01_02
Sediment - Pesticides,4235,100_00_00_01_02
Sediment - Pesticides,3700,206_00_01_01_44
Sediment - Pesticides,4336,100_00_00_01_02
Sediment - Pesticides,2149,207_00_00_01_02
Sediment - Pesticides,2339,207_00_00_01_02
Sediment - Pesticides,2869,207_00_00_01_02
Sediment - Pesticides,2880,207_00_00_01_02
Sediment - Pesticides,3741,207_00_00_01_02
Sediment - Pesticides,4205,207_00_00_01_02
Sediment - Pesticides,4235,207_00_00_01_02
Sediment - Pesticides,674,207_00_00_01_02
Sediment - Pesticides,675,207_00_00_01_02
Sediment - Pesticides,715,207_00_00_01_02
Sediment - Pesticides,719,207_00_00_01_02
Sediment - Pesticides,4336,1929_00_00_01_02
Sediment - Pesticides,3700,207_00_01_01_44
Sediment - Pesticides,2149,260_00_00_01_02
Sediment - Pesticides,2339,260_00_00_01_02
Sediment - Pesticides,2869,260_00_00_01_02
Sediment - Pesticides,2880,260_00_00_01_02
Sediment - Pesticides,3223,260_00_00_01_02
Sediment - Pesticides,3225,260_00_00_01_02
Sediment - Pesticides,4336,1930_00_00_01_02
Sediment - Pesticides,4205,260_00_00_01_02
Sediment - Pesticides,4235,260_00_00_01_02
Sediment - Pesticides,674,260_00_00_01_02
Sediment - Pesticides,675,260_00_00_01_02
Sediment - Pesticides,715,260_00_00_01_02
Sediment - Pesticides,719,260_00_00_01_02
Sediment - Pesticides,4336,1931_00_00_01_02
Sediment - Pesticides,2149,260_00_01_01_44
Sediment - Pesticides,3700,260_00_01_01_44
Sediment - Pesticides,4235,262_00_00_01_02
Sediment - Pesticides,2059,2679_00_00_01_01
Sediment - Pesticides,2869,2679_00_00_01_01
Sediment - Pesticides,223,2679_00_00_01_02
Sediment - Pesticides,4235,2679_00_00_01_02
Sediment - Pesticides,674,2679_00_00_01_02
Sediment - Pesticides,715,2679_00_00_01_02
Sediment - Pesticides,3700,2679_00_01_01_44
Sediment - Pesticides,223,2852_00_00_01_02
Sediment - Pesticides,4336,1933_00_00_01_02
Sediment - Pesticides,2869,2852_00_00_01_02
Sediment - Pesticides,4235,2852_00_00_01_02
Sediment - Pesticides,674,2852_00_00_01_02
Sediment - Pesticides,715,2852_00_00_01_02
Sediment - Pesticides,3700,2852_00_01_01_44
Sediment - Pesticides,464,4640_00_00_01_02
Sediment - Pesticides,4235,3653_00_00_01_02
Sediment - Pesticides,4235,4117_00_00_01_02
Sediment - Pesticides,2552,1023_00_00_01_02
Sediment - Pesticides,4235,1023_00_00_01_02
Sediment - Pesticides,4336,1023_00_00_01_02
Sediment - Pesticides,294,1150_00_00_01_02
Sediment - Pesticides,464,4610_00_00_01_02
Sediment - Pesticides,254,4489_00_00_01_02
Sediment - Pesticides,4336,4489_00_00_01_02
Sediment - Pesticides,254,1165_00_00_01_02
Sediment - Pesticides,4336,1165_00_00_01_02
Sediment - Pesticides,294,3233_00_00_01_02
Sediment - Pesticides,294,3232_00_00_01_02
Sediment - Pesticides,2339,162_00_00_01_02
Sediment - Pesticides,4235,162_00_00_01_02
Sediment - Pesticides,4336,162_00_00_01_02
Sediment - Pesticides,464,1284_00_00_01_02
Sediment - Pesticides,4231,1284_00_01_01_44
Sediment - Pesticides,464,1171_00_00_01_02
Sediment - Pesticides,4231,1171_00_01_01_44
Sediment - Pesticides,2339,122_00_00_01_02
Sediment - Pesticides,4235,122_00_00_01_02
Sediment - Pesticides,4335,122_00_00_01_02
Sediment - Pesticides,2149,335_00_00_01_02
Sediment - Pesticides,2339,335_00_00_01_02
Sediment - Pesticides,2869,335_00_00_01_02
Sediment - Pesticides,2880,335_00_00_01_02
Sediment - Pesticides,3223,335_00_00_01_02
Sediment - Pesticides,3225,335_00_00_01_02
Sediment - Pesticides,4235,335_00_00_01_02
Sediment - Pesticides,674,335_00_00_01_02
Sediment - Pesticides,675,335_00_00_01_02
Sediment - Pesticides,715,335_00_00_01_02
Sediment - Pesticides,719,335_00_00_01_02
Sediment - Pesticides,3700,335_00_01_01_44
Sediment - Pesticides,4205,1042_00_00_01_02
Sediment - Pesticides,715,1042_00_00_01_02
Sediment - Pesticides,2149,1042_00_01_01_44
Sediment - Pesticides,2869,4044_00_00_01_02
Sediment - Pesticides,3223,182_00_00_01_02
Sediment - Pesticides,3225,182_00_00_01_02
Sediment - Pesticides,4205,182_00_00_01_02
Sediment - Pesticides,4235,182_00_00_01_02
Sediment - Pesticides,715,182_00_00_01_02
Sediment - Pesticides,3700n1,182_00_01_01_44
Sediment - Pesticides,3700n2,182_00_01_01_44
Sediment - Pesticides,223,2856_00_00_01_02
Sediment - Pesticides,4235,2856_00_00_01_02
Sediment - Pesticides,674,2856_00_00_01_02
Sediment - Pesticides,715,2856_00_00_01_02
Sediment - Pesticides,2869,4046_00_00_01_02
Sediment - Pesticides,3700,2856_00_01_01_44
Sediment - Pesticides,2149,227_00_00_01_02
Sediment - Pesticides,2339,227_00_00_01_02
Sediment - Pesticides,2869,227_00_00_01_02
Sediment - Pesticides,2880,227_00_00_01_02
Sediment - Pesticides,3223,227_00_00_01_02
Sediment - Pesticides,4235,227_00_00_01_02
Sediment - Pesticides,674,227_00_00_01_02
Sediment - Pesticides,675,227_00_00_01_02
Sediment - Pesticides,715,227_00_00_01_02
Sediment - Pesticides,719,227_00_00_01_02
Sediment - Pesticides,2149,227_00_01_01_44
Sediment - Pesticides,4205,1044_00_00_01_02
Sediment - Pesticides,2869,211_00_00_01_02
Sediment - Pesticides,3223,211_00_00_01_02
Sediment - Pesticides,3225,211_00_00_01_02
Sediment - Pesticides,4205,211_00_00_01_02
Sediment - Pesticides,4235,211_00_00_01_02
Sediment - Pesticides,674,211_00_00_01_02
Sediment - Pesticides,675,211_00_00_01_02
Sediment - Pesticides,715,211_00_00_01_02
Sediment - Pesticides,3700,211_00_01_01_44
Sediment - Pesticides,2149,287_00_00_01_02
Sediment - Pesticides,2869,287_00_00_01_02
Sediment - Pesticides,2880,287_00_00_01_02
Sediment - Pesticides,3223,287_00_00_01_02
Sediment - Pesticides,3225,287_00_00_01_02
Sediment - Pesticides,4205,287_00_00_01_02
Sediment - Pesticides,4235,287_00_00_01_02
Sediment - Pesticides,674,287_00_00_01_02
Sediment - Pesticides,675,287_00_00_01_02
Sediment - Pesticides,715,287_00_00_01_02
Sediment - Pesticides,719,287_00_00_01_02
Sediment - Pesticides,2149,287_00_01_01_44
Sediment - Pesticides,3700,287_00_01_01_44
Sediment - Pesticides,2149,261_00_00_01_02
Sediment - Pesticides,2339,261_00_00_01_02
Sediment - Pesticides,2869,261_00_00_01_02
Sediment - Pesticides,2880,261_00_00_01_02
Sediment - Pesticides,3223,261_00_00_01_02
Sediment - Pesticides,3225,261_00_00_01_02
Sediment - Pesticides,4205,261_00_00_01_02
Sediment - Pesticides,4235,261_00_00_01_02
Sediment - Pesticides,674,261_00_00_01_02
Sediment - Pesticides,675,261_00_00_01_02
Sediment - Pesticides,715,261_00_00_01_02
Sediment - Pesticides,719,261_00_00_01_02
Sediment - Pesticides,2149,261_00_01_01_44
Sediment - Pesticides,3700,261_00_01_01_44
Sediment - Pesticides,2149,200_00_00_01_02
Sediment - Pesticides,2339,200_00_00_01_02
Sediment - Pesticides,2869,200_00_00_01_02
Sediment - Pesticides,2880,200_00_00_01_02
Sediment - Pesticides,3223,200_00_00_01_02
Sediment - Pesticides,3225,200_00_00_01_02
Sediment - Pesticides,4205,200_00_00_01_02
Sediment - Pesticides,4235,200_00_00_01_02
